complexity,loss,equation,score
1,3.471066,-0.41090244,0.0
2,2.832971,thetaestar,0.2031357670944695
4,2.634226,thetaestar * 1.7990254,0.036368291797082015
5,2.233526,cube(neg(rh)),0.1650078980388101
6,1.9585457,-0.52421993 - cube(rh),0.13137929462876466
7,1.5575515,thetaestar * square(rh),0.22908717109243262
9,1.2903812,(thetaestar * square(rh)) - 0.51716757,0.09408867917326222
11,1.0628319,(thetaestar * cube(rh * -0.8762534)) - 0.65317446,0.09700036454461368
12,0.83738,"-0.682692 - cube(rh * min(1.1519128, thetaestar))",0.23841425863872964
14,0.83510995,"-0.68798727 - cube(rh * min(1.1497941, thetaestar + 0.043313388))",0.001357288511052736
15,0.82706857,"-0.65515405 - cube(min(-0.6462297, rh) * min(1.1513108, thetaestar))",0.009675787094928785
16,0.81680834,"-0.66951877 - cube((rh * 0.6348414) * min(1.826831, thetaestar - -0.52115923))",0.012483128357831478
17,0.7917881,"-0.7031622 - cube(rh * min(1.1615144, thetaestar - (thetae * 0.29568526)))",0.031110671864839436
19,0.7701104,"-0.7174744 - cube(rh * min(1.1644119, thetaestar + ((thetae * -0.4136863) - -0.123937055)))",0.013879962158846598
20,0.76175576,"-0.57026803 - cube(min(-0.71073955, rh) * min(1.1591364, thetaestar - (thetae * 0.44854513)))",0.010907901820493213
21,0.7444727,"-0.66997236 - cube(rh * min(1.1589564, ((thetaestar + 0.5159954) * 0.706731) + (thetae * -0.40576467)))",0.022949796826729787
22,0.73982877,"-0.53648436 - cube(min(rh, lf * -0.97859704) * min(1.1578705, thetaestar - (thetae * 0.52476406)))",0.006257415015347999
23,0.7285841,"-0.58795595 - cube(min(lhf * 0.66376114, rh) * min(1.1593122, thetaestar - (thetae * 0.5406434)))",0.015315705868364605
24,0.7156246,"-0.65773356 - cube(rh * min(1.1627878, ((thetaestar + 0.84586954) + (thetae * -0.66609025)) + (rh * 0.3729172)))",0.01794733387224145
25,0.71336985,"-0.6515985 - cube(min(lhf - -0.5404248, rh) * min(1.1511613, thetaestar - (-0.14479214 - (thetae * -0.6464242))))",0.0031557181641554753
26,0.7036553,"-0.68233377 - cube(rh * min(1.1643295, (thetae * -0.645173) + ((thetaestar + 1.2737327) + (abs(rh) * -0.5960694))))",0.013711404058348009
27,0.70151496,"-0.63241863 - cube(min(lf, rh) * min(1.1600736, ((thetaestar + 1.0511861) - (rh * -0.48325077)) - (thetae * 0.6609478)))",0.0030463805222769244
29,0.6725105,"-0.818141 - cube(min(lf - 0.6961215, rh) * min(1.1677735, ((thetaestar - (thetae * 0.6548978)) + 1.4289135) - (rh * -0.66961753)))",0.021112250154348314
30,0.6713478,"-0.74688905 - cube(min(lf - rh, rh) * min(1.1656258, ((thetaestar + 1.1865786) - (thetae * 0.634965)) - (rh * -0.5546251)))",0.0017303912028793758
