complexity,loss,equation,score
1,0.9714466,0.61930114,0.0
2,0.38908595,sr_sfc,0.9149860303910545
4,0.38669333,sr_sfc * 0.95270735,0.0030841602088559784
6,0.38668334,0.94617605 * (sr_sfc + 0.010849383),1.2917379574658595e-05
7,0.38291404,sr_sfc + (thetaestar * 0.24072696),0.009795589844058464
9,0.38078576,(rh + 5.5222) * (sr_sfc * 0.15317272),0.002786809044104495
10,0.38068822,"max(sr_sfc + (thetaestar * 0.24665935), 0.08286096)",0.0002561873500482182
11,0.37857807,(((rh + 3.5564513) * sr_sfc) + 0.5352329) * 0.2087604,0.005558406742672486
12,0.37783802,(thetae + ((rh + 5.3737817) * sr_sfc)) * 0.14369327,0.001956727906526352
14,0.37718418,(thetae * 0.12077331) + (sr_sfc * ((rh + 4.260893) * 0.1781818)),0.0008659879980296009
15,0.37675378,"max((sr_sfc * (rh + 5.836702)) + thetae, 0.4800374) * 0.13436338",0.0011417386299387316
17,0.37597355,"max(((rh + 4.680379) * sr_sfc) + (thetae * 0.6648048), 0.40244046) * 0.16577494",0.0010365377319687377
18,0.37549502,"(max((sr_sfc * (rh + 6.4745665)) + thetae, 0.72362256) * 0.11841779) ^ 1.0644835",0.0012735863715022705
20,0.3751351,"(max(5.10747e-7, (thetae + ((rh + 5.679682) * sr_sfc)) * 0.12196699) ^ 1.133233) + 0.0691399",0.00047949052135452775
