complexity,loss,equation,score
1,0.74156797,0.83582395,0.0
4,0.71252733,1.0176876 - shf,0.01331618453929298
5,0.71033,0.7792366 ^ sef,0.0030886185149670057
6,0.6912849,0.9463748 - (shf * 0.6052213),0.02717761097894299
7,0.66566,"min(1.3594873, 1.0434623 - shf)",0.0377730101329661
8,0.6563876,"min(0.25319445 ^ shf, 1.371119)",0.014027561557691613
10,0.6499271,"min(1.3211335, (0.0005536594 ^ shf) + 0.49459836)",0.004945632681756743
11,0.64279747,"min(1.4118865, (1.2732993 ^ rh) - shf)",0.011030504803618054
12,0.6382075,"min(0.92569476 - shf, 1.2003758) + (rh * 0.32984513)",0.007166232373163654
13,0.6278685,"(rh * 0.31674433) + min(0.15036856 ^ shf, 1.2304748)",0.01633271593946802
15,0.62712747,"min(0.9499132, 0.016133007 ^ shf) + (exp(rh) * 0.21864338)",0.0005904641160875758
16,0.61851794,"((thetae + rh) * 0.2210924) + min(1.0814836, 0.039043874 ^ shf)",0.013823624334652397
18,0.61809283,"min(1.3726352, (0.04343453 ^ shf) + (thetae * (exp(rh) * 0.17782907)))",0.00034377026875338144
19,0.61623746,"min(0.023786856 ^ shf, 1.1776664) + (((rh + shf) + thetae) * 0.20691846)",0.0030062802677547776
