complexity,loss,equation,score
1,0.9714466,0.61958885,0.0
2,0.8154565,rh,0.17503822163011873
4,0.6466565,rh * 1.9541479,0.11596641875694474
5,0.64665645,rh / 0.5118783,7.732080608278141e-08
6,0.6134374,exp(rh) + -0.6521012,0.052736942840412165
7,0.5914283,4.8617744 ^ (rh - 0.56596804),0.03653776262823133
8,0.5914236,exp(rh * 1.5836458) * 0.40872508,7.946895126921714e-06
9,0.5551471,cube((thetae * 0.8555776) - thetaestar),0.06329938825836975
11,0.49529544,cube((thetae - (thetaestar * 1.4491453)) + -0.19144563),0.057039345331462626
13,0.48739466,cube(-0.46337438 - ((thetae * -1.2055966) + (thetaestar * 1.758868))),0.00804012398639587
14,0.46738157,cube((rh * 0.29065916) - (thetaestar + (thetae * -0.7262057))),0.041928194604499223
15,0.46657914,"cube(max(rh, (thetae * 0.69471973) - thetaestar) * 1.1784382)",0.0017183382316878744
16,0.45801827,cube((thetae * 0.67006296) + ((rh * 0.19118851) - thetaestar)) * 1.4736398,0.01851857805308135
17,0.45362994,"cube(max(rh, (thetae * 0.72102445) - thetaestar) * 1.2427768) + -0.3197763",0.009627318621967097
19,0.4488517,"(cube(max(0.068509236 - ((thetae * -0.6975373) + thetaestar), rh)) * 1.9442669) - 0.48676407",0.005294605936967523
20,0.4406622,"cube(max((rh * 0.1512678) - ((thetae * -0.6703922) + thetaestar), rh)) * 1.5400997",0.018413948117545844
21,0.42242905,"square((thetae - thetaestar) * (0.9004654 - max(lf, shf))) + cube(rh)",0.042257091833319965
23,0.40840915,"((cube(rh) + square(0.9628669 - max(shf, lf))) + thetae) + (-0.9792908 - thetaestar)",0.016876006578286612
24,0.40560746,"(((thetae - thetaestar) * 2.063163) + (0.18920043 ^ max(lf, shf))) + (cube(rh) + -2.1655152)",0.006883645932155931
25,0.39491776,"cube(rh) + (((thetae - thetaestar) * (square(max(shf, lf) - 0.9631696) + 1.0837291)) + -1.1286944)",0.02670830392044395
27,0.38678077,"square(0.9724687 - max(lf, shf)) + ((cube(rh) + -2.4259171) + ((thetae - (thetaestar * 1.2430484)) * 2.213546))",0.01040974698217416
29,0.3821883,"(cube(rh) + ((thetae - (thetaestar * 1.2285129)) * (square(1.4662718 - max(lf, shf - -0.7545001)) + 1.9020803))) + -1.7582903",0.005972313817630869
