complexity,loss,equation,score
1,0.44327426,srmed,0.0
3,0.44298193,srmed * 1.017796,0.00032984820179565716
4,0.442429,"max(0.064751364, srmed)",0.0012489795486906408
6,0.4276711,srmed - (lhf * 0.14678444),0.016962778687037074
8,0.42672372,srmed * (1.0346544 - (lhf * 0.123402044)),0.001108832083357692
9,0.42060202,srmed - ((1.3554096 - lf) * shf),0.01444971213606864
10,0.41524166,"(shf * min(lf, 0.03045874)) + srmed",0.012826401914791367
11,0.40963346,srmed + ((lf + -1.3029958) * (shf - 0.10469019)),0.013597904163116594
12,0.39823538,"srmed + (shf * min(0.02923618, lf * 2.9096882))",0.028219522334628332
13,0.39755628,srmed - ((shf * (lf + -1.4343215)) * (srmed * -0.5305238)),0.0017067285295429596
14,0.38794804,"srmed + ((min(0.01285649, lf) * (shf - 0.09848124)) * 2.978408)",0.02446509584810246
15,0.38713703,"(srmed + (shf * min(0.54886293, lf))) - (sef * 0.32890865)",0.002092700085108461
16,0.3852968,"(srmed + (min(0.012052195, lf) * ((shf - 0.13774699) * 3.1504428))) * 0.9254008",0.00476476666373009
17,0.3802169,"(srmed + ((min(0.1540774, lf) * 2.4817243) * shf)) - (lhf * 0.25084072)",0.013272067025143741
19,0.37737074,"(srmed + (min(lf, 0.11077298) * ((shf - 0.073399834) * 2.525427))) - (lhf * 0.18567838)",0.0037568899493030552
20,0.37453663,"(srmed + ((min(lf, 0.11354526) * (shf * 2.9893076)) - -0.9621604)) - max(lhf, 0.7565043)",0.007538490869126665
