complexity,loss,equation,score
1,0.8518247,0.58057034,0.0
2,0.33322865,sr_atm,0.9385518634959311
4,0.32675764,sr_atm * 1.0949514,0.00980507848432897
5,0.28927594,shf + sr_atm,0.12183769176115158
7,0.26422015,sr_atm * (shf + 1.0703146),0.045299192550707586
9,0.2618954,((shf + 0.89423734) * sr_atm) * 1.1956419,0.004418734877532257
11,0.2586452,((shf + 1.0081927) * (sr_atm + 0.4286435)) + -0.3362557,0.006243974511578661
12,0.25863332,((sr_atm + 0.4303181) * shf) + (sr_atm + 0.105099514),4.5932701795202274e-05
13,0.2586133,(abs(shf + 1.0081927) * (sr_atm + 0.4286435)) + -0.3362557,7.740988238837789e-05
14,0.25529072,"((min(shf, 0.46478683) + 0.98553187) * (sr_atm + 0.69733614)) + -0.5382804",0.012930921602457048
17,0.25526875,"((min(shf, 0.46478683) + 0.98553187) * max(-0.5364767, sr_atm + 0.69733614)) + -0.5382804",2.8687484096095585e-05
18,0.25512815,"(((min(0.22635043, shf) + (sr_atm * shf)) + 0.1636075) * 0.878346) + sr_atm",0.0005509437990570403
19,0.25443226,"(min(1.1729013, shf + 1.0198454) * (min(sr_atm, shf) + sr_atm)) + 0.12375776",0.00273133633997602
20,0.2535621,"(min((sr_atm + 0.75969285) * shf, (lhf + 0.77245146) * 0.49526927) + 0.14794463) + sr_atm",0.00342586815750408
21,0.25205213,"min(shf * ((-3.0833282 / (sr_atm - -0.9407496)) + 3.4353564), sr_atm) + (sr_atm + 0.12605052)",0.005972832247928368
23,0.25196388,"(sr_atm + min(((-3.073835 / (sr_atm - -0.9430141)) + 3.4233665) * shf, sr_atm * 1.1861914)) + 0.1237995",0.00017509364613606154
24,0.25195438,"(sr_atm + min(((-3.073835 / (sr_atm - -0.9430141)) + 3.4233665) * shf, sr_atm + sr_atm)) + 0.1237995",3.770452771892076e-05
25,0.2518931,"sr_atm + (min(((-3.0693395 / (sr_atm - -0.943831)) + 3.453003) * shf, cube(sr_atm + 0.38422254)) + 0.12790865)",0.0002432482159170327
