complexity,loss,equation,score
1,0.68361485,bl,0.0
3,0.6269503,cube(bl),0.04326370154597934
5,0.52424115,(bl * 3.002739) + -1.4541059,0.0894577413814461
6,0.506407,(3.4052424 ^ bl) + -1.7806481,0.034611094581398175
7,0.4959,cube(bl + 0.29938278) + -0.5043337,0.020966400304111583
9,0.49569184,"max(cube(bl + 0.29938278) + -0.5043337, -0.5981127)",0.00020992508677542587
11,0.4956697,"max(cube(bl + 0.3016669), bl * 0.04498064) + -0.50961924",2.2332922057552932e-05
13,0.49556527,"max(-0.024418445, cube(bl + 0.28803048)) + ((bl * 0.04626967) + -0.49865568)",0.0001053534263287353
16,0.49556458,"max(-0.024418445, cube(bl + 0.28803048)) + (((bl * 0.04626967) + -0.50214636) / 1.0070002)",4.64116785516542e-07
18,0.49556285,"max(-0.024418445, cube(bl + 0.28803048)) + ((((-0.023828013 + bl) * 0.04626967) + -0.50214636) / 1.0070002)",1.7454869551874597e-06
20,0.4955628,"max(-0.024418445, cube(bl + 0.28803048)) + ((((-0.023828013 + (bl - 0.001959806)) * 0.04626967) + -0.50214636) / 1.0070002)",5.044769046092483e-08
22,0.49553224,"cube(max(-0.085265115, bl + 0.31560588)) + (((exp(min(neg(bl), bl)) * 0.06391262) + -0.28754187) / 0.45508096)",3.0834580717578025e-05
