complexity,loss,equation,score
1,3.471066,-0.41083607,0.0
3,3.4658725,lf * -0.7202127,0.000748673347808827
5,3.425448,exp(lf) * -0.26161027,0.0058660693082429665
6,3.4248154,"min(-0.2549996, lf * -0.7206491)",0.00018469362851013992
7,3.424257,0.0036601517 - abs(lf + -0.26192227),0.00016305857746143514
8,3.4235542,"min(-0.2549996 + lf, lf * -0.7206491)",0.00020526266917744425
9,3.4207103,"-0.95846635 - min(-0.5141594, lf + lhf)",0.0008310316363925723
10,3.4077392,abs((lf + -1.0830653) * shf) - 0.60895705,0.003799139351176014
11,3.3573315,"-0.7009278 - cube(min(lhf, -0.7200044) + lf)",0.01490261821174392
13,3.335237,"cube((lf + -1.125779) * min(lhf, -0.61434025)) + -0.6809458",0.0033013603475427968
15,3.333229,"cube((lf + -1.125779) * min(lhf, -0.61434025 - lf)) + -0.6809458",0.0003011187371562917
16,3.3039787,"square((lf + -0.8937752) * (shf + min(lhf, 0.72111094))) - 0.6373778",0.008814094929364285
18,3.2960172,"square(((lf + -0.95247895) * -1.6466482) * (min(lhf, shf) + 0.2284458)) - 0.5803915",0.0012062892132526527
20,3.2873375,"((square(min(lhf, shf) + 0.21034442) * cube(lf + -0.7400131)) * -5.8920317) - 0.53486663",0.0013184319279043824
22,3.2847872,"((square(min(lhf - lf, shf) + 0.22375584) * cube(lf + -0.7729572)) * -4.970245) - 0.5022244",0.00038804804297297733
23,3.281129,"((square(min(lhf, shf) + 0.22679012) * cube(lf + -0.7352252)) * (shf + -5.767833)) - 0.5220067",0.0011143000510792762
25,3.2748678,"((square(min(lhf, shf) + 0.20307434) * cube(lf + -0.69046515)) * (square(shf) + -7.253969)) - 0.506946",0.000955034313560621
27,3.262653,"((square(min(lhf - lf, shf) + 0.22375584) * cube(lf + -0.7729572)) * (square(shf) + -5.1940007)) - 0.5390905",0.001868416879664484
29,3.2606385,"(((lf + square(min(lhf - lf, shf) + 0.2296466)) * cube(lf + -0.78351724)) * (square(shf) + -5.1940007)) - 0.5390905",0.00030881650222726813
