complexity,loss,equation,score
1,0.9982127,0.6405568,0.0
2,0.84692323,rh,0.16435632685584556
4,0.67114055,rh * 1.9538472,0.11631573723767472
6,0.6358065,exp(rh) + -0.65258473,0.02704215337974158
7,0.6142029,(4.826406 ^ rh) * 0.411827,0.03456894218048329
9,0.61214316,((6.0831304 ^ rh) * 0.3087207) - -0.107555084,0.001679576429532427
10,0.61146003,(rh + 4.3622737) ^ (rh + -0.591416),0.001116587594014592
