complexity,loss,equation,score
1,0.67930984,0.6311693,0.0
2,0.52075094,rh,0.2658054563638553
4,0.34572926,rh * 1.9569807,0.2048079510106436
6,0.31251493,exp(rh) + -0.6595694,0.05050186958587978
7,0.2899214,4.8627543 ^ (rh + -0.56749296),0.07504239227394191
9,0.25884062,cube((thetae * 0.8605728) - thetaestar),0.05669867313648188
11,0.20236176,cube((thetae + -0.18528545) - (thetaestar * 1.4312931)),0.12307775936568924
13,0.19486076,cube(((thetae + -0.36891016) * 1.1961755) - (thetaestar * 1.7190595)),0.01888586726563961
14,0.17820446,exp(rh) * ((thetae + -0.5848592) - (thetaestar * 1.4955986)),0.08935370944378247
15,0.17191374,"cube(max((thetae + -0.20693794) - (thetaestar * 1.451626), rh))",0.03593870339534565
16,0.15321712,cube((thetae + -0.30840296) - (thetaestar * 1.4829167)) + cube(rh),0.11513683897627182
17,0.14056666,"cube(max(rh, thetae + (-0.3733447 - (thetaestar * 1.4587055))) * 1.1629663)",0.0861741757529337
19,0.13975972,"cube(max(rh, ((thetae + -0.4281264) - (thetaestar * 1.4500618)) * 1.0702188)) * 1.5518061",0.0028785811339936784
