complexity,loss,equation,score
1,0.9982127,0.6406987,0.0
2,0.84692323,rh,0.16435632685584556
4,0.67114055,rh * 1.9542841,0.11631573723767472
6,0.6358065,exp(rh) - 0.6527364,0.02704215337974158
7,0.61420316,4.8634834 ^ (rh + -0.56480336),0.034568518867690565
9,0.56264937,cube((thetae * 0.85980153) - thetaestar),0.043834553701730394
11,0.49489245,cube(((-0.13085335 - thetaestar) * 1.4511696) + thetae),0.06415808962984365
12,0.49358496,(4.707803 ^ ((thetae * 0.6950017) - thetaestar)) - 2.6085706,0.002645464123528788
13,0.4859956,cube((thetae * 0.6870461) - (thetaestar + 0.27163756)) * 5.6445317,0.015495431749182022
14,0.45771444,"(max(rh, (thetae * 0.7146859) - thetaestar) * 5.455208) - 3.6701818",0.0599540741500369
15,0.45303506,"(4.10885 ^ max((thetae * 0.7230474) - thetaestar, rh)) - 2.4172451",0.010275978579859143
16,0.44026017,"cube(max((thetae - (thetaestar * 1.4631315)) + -0.3723951, rh)) * 1.5869136",0.028603670011096205
20,0.43916354,"cube(max(((thetae * 0.6823328) - thetaestar) * 1.3394651, rh - -0.20784181) - 0.41169378) * 2.6747909",0.0006234938607761055
