complexity,loss,equation,score
1,0.9966985,0.6351408,0.0
2,0.8386489,rh,0.1726561724977744
4,0.6579879,rh * 1.9730747,0.12130280120481453
5,0.6579877,rh / 0.50656444,3.0395700346540454e-07
6,0.6221038,exp(rh) - 0.64723754,0.05607927829645375
7,0.6002085,4.926257 ^ (rh - 0.56388813),0.03582986499302299
9,0.56966585,cube((thetae * 0.85819894) - thetaestar),0.026113566996222304
10,0.5472477,exp(rh) - abs(shf - -0.4058431),0.04014842729776391
11,0.5089009,cube((thetae + -0.18616027) - (thetaestar * 1.4360386)),0.07264823144823575
13,0.50143975,cube((thetae * 1.1941279) + ((-0.2555168 - thetaestar) * 1.7259692)),0.007384920755082358
14,0.46705592,"cube(max(rh, (thetae * 0.7048748) - thetaestar)) * 1.6527267",0.07103446706243946
16,0.4429272,"cube(max(thetae + (-0.38151935 - (thetaestar * 1.4605103)), rh) * 1.1715924)",0.026521785542962723
18,0.4422033,"cube(max(((-0.29826483 - thetaestar) * 1.463957) + thetae, rh + -0.066454776)) * 1.9212945",0.0008178456864820585
19,0.4352011,"cube(max((thetae + -0.2873276) - (thetaestar * 1.4909425), rh) + (rh * 0.14181435))",0.015961507969999407
21,0.43469706,"cube(max(thetae + (-0.30664927 - (thetaestar * 1.4903665)), rh) - (rh * -0.12453306)) * 1.0733445",0.0005794242126084091
23,0.43441126,"cube(max(thetae + (-0.26454464 - (thetaestar * 1.4822865)), rh) - ((rh * -0.1296361) * abs(rh)))",0.00032884279637539595
24,0.4161689,"cube(max((thetae + -0.2816269) - (thetaestar * 1.4749836), rh) - ((rh * -0.15496667) - (lhf * -0.04898543)))",0.04290050161705377
25,0.41573405,exp(((((thetae - thetaestar) * 2.5069997) - thetaestar) + -2.7577002) - abs(-0.3462788 - shf)) + cube(rh),0.0010454345416256888
26,0.41403857,"cube(max(thetae + (-0.2988538 - (thetaestar * 1.4585307)), rh) - ((rh * -0.1829488) - (max(-1.2199942, lhf) * -0.06534473)))",0.004086619198418144
27,0.41021702,"exp(((((thetae - thetaestar) * 2.505154) - thetaestar) + -2.7562418) - abs(-0.36297664 - shf)) + cube(max(rh, -0.46869376))",0.009272797004346047
29,0.40931576,"exp(((((thetae - thetaestar) * 2.4942997) - thetaestar) + -2.6839006) - abs(-0.3677925 - shf)) + cube(max(rh, -0.45536256) - 0.043391548)",0.0010997246056786126
