complexity,loss,equation,score
1,0.44190422,srmed,0.0
3,0.44167504,srmed * 1.015958,0.00025937684994941767
4,0.44083485,"max(srmed, 0.07010257)",0.0019040925509564086
6,0.42411116,srmed + (lhf * -0.15449616),0.01933736241466686
7,0.42336205,(0.8839302 ^ lhf) * srmed,0.0017678675532479518
8,0.42173412,((lhf * -0.13983393) + 1.0220441) * srmed,0.0038526550501503543
9,0.41661698,srmed - ((1.3768605 - lf) * shf),0.012207781561751507
10,0.4121247,srmed - ((0.22441642 ^ lf) * shf),0.010841313060484864
11,0.40519926,srmed - ((0.10723568 - shf) * (lf - 1.2975997)),0.016947027342921323
12,0.3943127,"srmed - (min(0.0075243604, lf) * (shf * -2.9104187))",0.02723469677140386
13,0.39054298,srmed - ((1.1026989 - exp(shf)) * (lf - 1.5591102)),0.009606222099191807
14,0.38337827,"srmed - (min(lf * 2.901831, 0.03050685) * (0.103379786 - shf))",0.018515875337925404
16,0.38003886,"(srmed - (min(0.006070789, lf) * ((0.17827964 - shf) * 2.8684466))) - 0.1575383",0.004374320627948007
18,0.3795551,"(srmed - (cube(min(0.26540437, lf - 0.65083236)) * (0.14933665 - shf))) * 0.9155836",0.0006368666562385885
19,0.37578136,srmed - ((lf - 0.5695856) * ((0.06563892 - shf) - ((lf * sef) * -0.33553344))),0.009992292439643384
20,0.37487802,srmed - ((((0.08051514 - shf) * cube(lf - 0.82871956)) * 0.496007) - (lhf * -0.14563482)),0.0024067918422888243
21,0.37447116,srmed - (((0.100879416 - shf) * cube(lf - 0.6703516)) + ((sef * 0.25768209) * lf)),0.0010859024092884668
22,0.3713286,"max(srmed - (((0.065397814 - shf) - ((lf * sef) * -0.32945716)) * (lf - 0.54599005)), 0.10923189)",0.008427405766398886
23,0.37010336,(srmed - ((0.09104345 - shf) * cube(lf - 0.62423956))) - ((cube(lf) * sef) * 0.12263883),0.0033050669014112366
24,0.36883506,"max(srmed - (((0.100879416 - shf) * cube(lf - 0.6703516)) + ((sef * 0.25768209) * lf)), 0.11807788)",0.003432765738335156
26,0.364653,"max((srmed - ((0.090822875 - shf) * cube(lf - 0.62423956))) - ((cube(lf) * sef) * 0.12263883), 0.12263883)",0.005701667888256089
28,0.362709,"max(srmed - (((0.07869948 - shf) - ((sef * cube(lf)) * -0.14042294)) * cube(lf - 0.59472036)), srmed * 0.56168157)",0.002672678293335902
30,0.36115962,"max((srmed * 0.40198317) - -0.076174915, srmed - (((0.09825759 - shf) - ((cube(lf) * sef) * -0.1341422)) * cube(lf - 0.5725921)))",0.0021404193016495514
