complexity,loss,equation,score
1,0.9714466,0.61959106,0.0
2,0.8154565,rh,0.17503822163011873
4,0.64665663,rh * 1.9526427,0.11596631823991066
5,0.64665645,rh / 0.51181287,2.783548742552415e-07
6,0.6134374,exp(rh) + -0.65276504,0.052736942840412165
7,0.5914259,4.875291 ^ (rh - 0.566134),0.036541820609341975
9,0.5893693,(6.037508 ^ (rh - 0.6425245)) - -0.09719552,0.0017417093833039534
10,0.5783451,"exp(rh) - max(0.46696478, lhf)",0.01888223275182296
11,0.5774295,exp(rh) + ((-2.7532144 - lhf) * 0.23709197),0.0015843923054473055
12,0.5564188,"(exp(rh) + -0.47072536) - max(-0.19369859, shf)",0.03706510890202493
13,0.53850824,rh + ((0.31149146 - shf) * (0.19152471 ^ lf)),0.03271844987619766
14,0.5288909,rh + (((0.23084119 - shf) * (1.4240437 - lf)) + 0.39854616),0.01802062584050691
15,0.50628734,((0.22206523 - shf) * (0.18070951 ^ lf)) + (rh * 1.5082836),0.04367779867757439
16,0.49462935,cube(rh + 0.19916123) + ((1.39568 - lf) * (0.3702407 - shf)),0.023295679517214986
17,0.47687122,((0.30858997 - shf) * (0.22902131 ^ lf)) + cube(rh - -0.18824802),0.0365622188064347
19,0.46324167,"(cube(rh) + ((0.1766102 - shf) * max(lf * -4.1619735, -0.044545647))) + 0.54211897",0.014498796024689961
21,0.45383987,"(cube(rh) + (((0.21807894 - shf) * max(-0.009762782, lf * -3.1510725)) + 0.3117488)) * 1.2831204",0.010252228389356244
24,0.45157912,"(((max(lf * -3.1830697, 0.05508389) * (0.19369252 - max(-0.48812002, shf))) + 0.31668255) + cube(rh)) * 1.3228608",0.0016646103246106753
26,0.44529104,"(cube(rh) + ((max(lf * -3.3725643, -0.017474327) * (0.22166379 - shf)) + 0.3160623)) * ((thetaerot + 4.1426053) * 0.27902254)",0.0070112523706086375
29,0.4425728,"((cube(rh) + ((max(lf * -3.5815246, 0.09222812) * (0.23129335 - max(-0.47932044, shf))) + 0.26198563)) * (thetaerot + 4.0918927)) * 0.28942546",0.0020410400561859596
