complexity,loss,equation,score
1,0.64754725,-0.0020224457,0.0
2,0.5000138,rh,0.25855606584294927
4,0.40729943,rh * 0.61686146,0.10254354142389431
5,0.3496799,"max(-0.4876114, rh)",0.1525304506142612
7,0.32567087,"max(cube(rh), -0.5206133)",0.035565447215080453
8,0.31376293,(exp(rh) + -1.1467972) * 0.7347231,0.037249569396892265
9,0.29534402,(1.4861071 ^ exp(rh)) + -1.6615843,0.06049685436832948
11,0.28528944,"max((1.9549677 - lf) * cube(rh), -0.50392807)",0.017318301259638014
12,0.28288293,"max(((0.9389363 - lf) * shf) + rh, -0.4869403)",0.008471106720104085
13,0.25705332,"max(-0.47944555, rh - (thetaestar - (thetae - 1.1248739)))",0.0957496029512595
14,0.1870296,"max((thetaestar - ((thetae - 1.1100016) * 0.6998283)) * -6.268347, -0.47906387)",0.3180166410949522
16,0.18099134,"max(-0.47413683, (thetaestar - ((thetae - 1.1044871) * 0.7109733)) * (lf + -6.6620374))",0.016408854140479642
17,0.17338851,"max(rh - ((thetaestar - ((thetae - 1.2277924) * 0.6694721)) * 4.9447637), -0.4508054)",0.0429143856421603
19,0.15758221,"max(cube(rh) - ((thetaestar - ((thetae - 1.1463572) * 0.68309534)) * 3.993139), -0.49067742)",0.047793754416781464
21,0.14335206,"max(cube(rh) - ((thetaestar - (thetae * 0.7388421)) * (5.297235 - lf)), 3.7771127) - 4.2348614",0.047321863846721324
23,0.13391455,"max(1.4396838, cube(rh) - ((thetaestar - ((thetae * 0.7318283) - 0.37193102)) * (4.526755 - lf))) - 1.9200994",0.0340508263364898
24,0.13299376,"max(-0.48411125, (cube(rh) - ((lhf + 4.1053424) * (thetaestar - ((thetae - 0.927799) * 0.67450535)))) + -0.6257808)",0.0068997001473196365
25,0.13032465,"max((cube(rh) - ((thetaestar - ((thetae * 0.72128534) - 0.80612886)) * (7.6012754 - (lf * 4.4755764)))) * 0.77844715, -0.49923557)",0.02027356477101475
26,0.12449024,"max(-0.50409263, cube(rh) - (((thetaestar - (thetae - 1.2440405)) * 2.0406404) - ((1.0318828 - lf) * (shf - -0.70177805))))",0.045801325799326956
28,0.10281596,"max(-0.47205028, cube(rh) - (((thetaestar - ((thetae - 1.2696393) * 0.75600183)) * 3.6114478) - ((1.0246224 - lf) * (shf - -0.6359451))))",0.09564336268433135
30,0.09676574,"max(-0.46871763, cube(rh) - (((thetaestar - ((thetae - 1.2580974) * 0.77560437)) * 3.735479) - (((1.8378202 - lf) - lf) * (shf - -0.37618026))))",0.030323793936311523
32,0.09344836,"max(-0.46669808, cube(rh) - (((thetaestar - ((thetae - 1.0021182) * 0.76967555)) * 3.4361415) - ((((0.9925239 - lf) * shf) - lf) * (1.6815737 - lf))))",0.017442010880185856
33,0.09249077,"max(cube(rh) - ((1.8441918 - lf) * (((thetaestar - ((thetae - 0.8762402) * 0.7805051)) * 2.37485) - (shf - (shf * lf)))), 0.083518565) + -0.5790316",0.01030012850000808
34,0.09199134,"max(-0.48271284, cube(rh) - (((thetaestar - ((thetae - 1.0057025) * 0.7863112)) * 3.52275) - ((((0.9132334 - lf) * shf) - lf) * ((1.4484686 - lf) * 1.4480788))))",0.005414413572152394
35,0.08688776,"max(cube(rh) - (((thetaestar - ((thetae - 0.9838629) * 0.79022306)) - (((shf - (shf * lf)) * (0.663997 - lf)) - (lf * 0.20171991))) * 3.1472788), -0.4980157)",0.05707727138638549
