complexity,loss,equation,score
1,0.42354038,srmed,0.0
3,0.42284197,srmed - -0.029927481,0.0008251709862775824
4,0.42252907,"max(srmed, 0.06658791)",0.0007402666982511086
6,0.40733323,(lhf * -0.15437724) + srmed,0.018313325891554127
7,0.40556753,(0.874733 ^ lhf) * srmed,0.004344202549080465
8,0.40352488,((lhf * -0.14617738) + 1.0494148) * srmed,0.005049248551876041
9,0.39443666,srmed - (shf * (1.353705 - lf)),0.022779576552721913
10,0.38841534,srmed - ((0.22201571 ^ lf) * shf),0.0153833387243817
11,0.38523024,srmed - ((1.3053422 - lf) * (shf - 0.09462002)),0.008234049487313736
12,0.37231413,srmed - ((shf * (0.01219699 ^ lf)) * 0.11125154),0.03410324809357558
13,0.37230226,srmed - (((0.007595575 ^ lf) * shf) / 12.281598),3.188218836014208e-05
14,0.36386102,"srmed - (max(-0.016180113, lf * -2.8953052) * (shf + -0.095525414))",0.022934069692887856
16,0.36114892,"((max(-0.0082733985, lf * -3.2323427) * (shf + -0.14237072)) - srmed) * -0.92469543",0.003740793747755895
17,0.3534406,"srmed - (max(lhf + -0.933414, shf * (1.2484928 - lf)) - 0.17774667)",0.021574956774111368
19,0.35297778,"srmed - max((lhf + -1.1079983) * 0.7962362, (shf * (1.2693852 - lf)) - 0.1792715)",0.000655164247312316
20,0.34956115,"srmed - ((max(lf * -2.890026, -0.1910056) * shf) + max(lhf + -1.0327712, -0.1910683))",0.009726598172436561
