complexity,loss,equation,score
1,0.9966994,0.63506746,0.0
2,0.83864766,rh,0.17265855404833563
4,0.6579881,rh * 1.9735992,0.12130190994147072
6,0.6221046,exp(rh) + -0.6464015,0.028039300126081915
7,0.60020524,(4.9100738 ^ rh) * 0.40896538,0.03583658241188384
9,0.569631,cube((thetae * 0.8580108) - thetaestar),0.02614144030861022
11,0.5089166,cube((thetae - (thetaestar * 1.4444327)) + -0.18867998),0.05635231516810949
13,0.50143427,cube(((thetae - (thetaestar * 1.4425889)) - 0.36546764) * 1.1879463),0.007405810212762123
14,0.47491857,cube((thetae * 0.77214414) - thetaestar) + cube(rh),0.054329174252764255
15,0.4610313,"(max((thetae * 0.7073768) - thetaestar, rh) * 5.3942614) - 3.5884218",0.029677421189268503
17,0.44298002,"cube(max(rh, (thetae - (thetaestar * 1.4662586)) - 0.38182175) * 1.1756402)",0.019970634561229647
19,0.44217739,"cube((max(rh, (thetae - (thetaestar * 1.455764)) - 0.3631185) * 1.2230456) + -0.065330334)",0.000906765520926328
20,0.4355231,"cube(max((thetae - (thetaestar * 1.4969776)) - 0.28254044, rh) - (rh * -0.14552166))",0.015163299040277604
22,0.43445402,"cube(max(rh, (thetae - (thetaestar * 1.4561385)) - 0.29582706) * (1.0347524 - (rh * -0.10561063)))",0.0012288605223762187
24,0.4344424,"cube(max(rh, thetae + (-0.29750854 - (thetaestar * 1.4787972))) * (0.88173234 - ((-1.1322623 - rh) * 0.123499446)))",1.3373285622076089e-05
25,0.43267784,"cube(max(rh, (thetae - (thetaestar * 1.4547156)) - 0.42719296) * (1.1824272 - (min(se, 0.10704231) * 0.15930824)))",0.0040699371421371805
27,0.43201983,"cube(max(rh, (thetae - (thetaestar * 1.4547398)) - 0.42721775) * (1.1824106 - (min(se * 0.4709283, 0.10701753) * 0.33853078)))",0.0007609713196207654
28,0.42411858,"cube(max(rh, (thetae - (thetaestar * 1.4610347)) - 0.3043749) * (1.0329088 - (rh * min(se * 0.3347334, -0.08833017))))",0.01845840402542098
30,0.42375478,"cube(abs(1.0592047 - (rh * (min(-0.07613729, se) * 0.30378345))) * max(rh, (thetae - (thetaestar * 1.4573108)) - 0.32408917))",0.0004290735379700176
