complexity,loss,equation,score
1,0.68303543,0.008633499,0.0
2,0.52338916,rh,0.2662214531662061
4,0.42571855,rh * 0.6188911,0.10327341598579845
5,0.35743332,"max(-0.48968074, rh)",0.17482961991749668
7,0.33205462,(2.2687674 ^ rh) + -1.072175,0.03682467689891609
8,0.31944823,(exp(rh) + -1.1372234) * 0.751422,0.038704247197365683
9,0.30014405,(1.4891624 ^ exp(rh)) + -1.6638713,0.062332700180055246
11,0.28868723,"max(cube(rh) * (1.9591792 - lf), -0.50470114)",0.01945933657836501
12,0.28454056,"max(-0.49030128, rh - ((lf + -0.9498124) * shf))",0.014468043613083575
13,0.2649839,"max((rh - (thetaestar - thetae)) + -1.109644, -0.48635703)",0.07120673988633089
14,0.19604988,"max(-0.48095205, ((thetaestar * 1.4321088) + (1.1091431 - thetae)) * -4.5423546)",0.301299952774198
16,0.18817465,"max(-0.47850794, (lf + -4.966399) * (((thetaestar * 1.3994116) + 1.1022427) - thetae))",0.020499297850653228
17,0.17864677,"max(rh - ((((thetaestar * 1.4838783) - thetae) + 1.2207319) * 3.321194), -0.45507464)",0.05196001668690143
19,0.16399662,"max(-0.49369797, cube(rh) - ((((thetaestar * 1.457507) + 1.1410178) - thetae) * 2.6764412))",0.04278234320273777
21,0.1497624,"max(-0.50063205, cube(rh) - (((1.1220001 - thetae) + (thetaestar * 1.4243407)) * (3.0236194 - lf)))",0.045397889806909356
22,0.14572224,"max(-0.48757407, cube(rh) - ((((thetaestar * 1.4564441) + 1.1314883) - thetae) * (lhf - -2.782221)))",0.027347694273484133
23,0.13850045,"max(cube(rh) - (1.2066665 - (((thetaestar * 1.3767136) + (0.73454225 - thetae)) * (lf + -3.370172))), -0.49412555)",0.050828769248826275
24,0.13743919,"max(-0.49164212, (cube(rh) - ((((thetaestar * 1.4538205) + 1.0238038) - thetae) * (lhf - -2.8306832))) - 0.34698284)",0.00769200998180086
25,0.13563658,"max(-0.66214186, cube(rh) - ((((thetaestar * 1.3779428) + 1.1099819) - thetae) * ((lf * -3.2977748) - -5.6980495))) * 0.7508147",0.013202461599460787
26,0.113194644,"max(-0.4815403, (cube(rh) - lf) - (((((shf * (lf - 0.8854669)) - thetae) + thetaestar) + 0.86983776) * 2.252372))",0.18087025297624174
28,0.10457856,"max(cube(rh) - (lf - (((((thetaestar * 1.1977441) + (shf * (lf - 0.8280887))) + 0.94589114) - thetae) * -2.5448563)), -0.46433324)",0.03958514543003266
30,0.09887424,"max(cube(rh) - ((lf - ((((thetaestar * 1.2505305) + 0.95461434) + (((lf - 0.8943499) * shf) - thetae)) * -3.187243)) * 0.68177557), -0.49187973)",0.028044909858280717
31,0.09656808,"max(-0.5032879, (cube(rh) - ((lf - 4.7425385) * (((((lf - 0.9114493) * shf) - thetae) + (thetaestar / 0.79204893)) * -0.47835514))) - 2.2025502)",0.023600487755196235
33,0.08494881,"max(-0.4944596, cube(rh) - (exp(-1.3286396 - lhf) - ((((shf * (lf - 0.7628518)) - thetae) + ((thetaestar + 0.69492626) * 1.3113327)) * -2.2984464)))",0.06409970602528903
34,0.08080456,"max((cube(rh) - ((lhf * neg(lf)) - (((((thetaestar * 1.3836493) + 1.0699488) + (shf * (lf - 0.6855852))) - thetae) * -4.9448137))) * 0.61991125, -0.47656733)",0.05001544020150047
35,0.07933786,"max(-0.48456004, cube(rh) - (exp(lf + (-2.250428 - lhf)) - ((((shf * (lf - 0.7518767)) - thetae) + ((thetaestar * 1.2461284) + 0.9494315)) * -2.426899)))",0.018317957379081356
