complexity,loss,equation,score
1,0.74156797,0.8360108,0.0
4,0.71252733,1.0176961 - shf,0.01331618453929298
5,0.71033007,0.77924794 ^ sef,0.0030885199692255445
6,0.6912881,(shf * -0.6012071) + 0.945689,0.027173080474355845
7,0.6656602,"1.0425488 - max(shf, -0.31475422)",0.03777733872965485
8,0.6563877,"0.2525754 ^ max(shf, -0.22903064)",0.014027709662334685
10,0.64991635,"(0.00048128195 ^ max(0.02706616, shf)) + 0.5012098",0.004953979082950716
11,0.64787245,(0.016810838 ^ square(-0.3810104 - shf)) + 0.5236216,0.0031498217427338502
12,0.64144087,"exp(max(shf, -0.20627539) * (thetae + -2.2992096))",0.009976835341141323
13,0.63750744,"(max(-0.033046354, shf) + 0.9288846) ^ (lf + -2.6602385)",0.006151057663833936
14,0.6278597,"(rh * 0.3212205) + exp(max(-0.10492896, shf) * -1.909547)",0.015249213687034142
16,0.62756526,"(exp(max(-0.06508504, shf) * -2.236715) + (rh * 0.2997771)) - -0.059020475",0.00023453413368384305
17,0.62037563,"(rh * 0.27556786) + exp(max(shf, -0.107298955) * (thetae - 2.737409))",0.011522516176415146
19,0.61993384,"(rh * 0.26677802) + exp((max(-0.06508504, shf) * (thetae - 2.8918376)) + 0.053586677)",0.00035619337703182865
20,0.61835057,"exp((thetae - 3.0786757) * max(shf, -0.067539364)) + (max(-0.064815246, rh) * 0.3521056)",0.0025572006721563596
