complexity,loss,equation,score
1,0.9966994,0.63504523,0.0
2,0.44288194,sr_atm,0.8111459865879426
4,0.4428447,sr_atm - 0.008976289,4.204457486108213e-05
5,0.44203207,"max(sr_atm, 0.06500231)",0.001836708242324848
6,0.43953067,(lf * -0.14107) + sr_atm,0.00567493747095297
7,0.42696944,sr_atm + (lhf * 0.14826272),0.028995056954947054
9,0.4116401,sr_atm - ((lf - 0.9550193) * shf),0.0182815088411033
11,0.4015816,sr_atm - (cube(lf - 1.169827) * shf),0.012369336651872249
12,0.39898938,sr_atm - (((lf - 0.9408322) * sr_atm) * shf),0.006475950600549395
13,0.39372241,sr_atm - (cube(lf - 1.1787224) * (shf - -0.096840896)),0.013288682150716684
14,0.39136603,(sr_atm - (shf * (lf + -0.7215958))) - (lhf * -0.21997824),0.006002857654791421
15,0.3899241,sr_atm - (cube((lf - 0.7532836) * 1.6360523) * (shf - -0.0939007)),0.003691155389730234
16,0.38623947,sr_atm - ((((lf + -0.71716845) * shf) - (lhf * 0.16251273)) * 1.5673748),0.009494539094631377
18,0.38054335,(sr_atm - (cube((lf - 0.6083212) * 1.8903887) * shf)) - (lhf * -0.22961408),0.007428732925678968
20,0.37658805,"sr_atm - ((((min(-0.7682158, lhf) + lf) * 2.1582167) * min(shf, 0.57030386)) - 0.14081454)",0.005224107706662146
21,0.36961663,"(sr_atm - (min(shf, sr_atm) * ((lf + min(-0.7622425, lhf)) * 2.3323905))) - -0.16744018",0.01868555109568429
23,0.36866245,"sr_atm - ((2.6634166 - lf) * ((min(sr_atm, shf) * (lf + min(-0.69204396, lhf))) - 0.071190275))",0.0012924388041535653
25,0.3681243,"sr_atm - ((2.9161608 - lf) * ((min(shf, sr_atm * 0.5437669) * (lf + min(-0.6806814, lhf))) - 0.060041554))",0.000730401429855353
