complexity,loss,equation,score
1,0.99821365,0.6407884,0.0
2,0.44012097,sr_atm,0.8189177106126557
4,0.44006014,sr_atm + -0.011049128,6.91107766410403e-05
5,0.43928227,"max(0.06461325, sr_atm)",0.001769208886219731
7,0.4244318,sr_atm + (0.14504793 * lhf),0.017195428629711514
8,0.4230328,(1.1277204 ^ lhf) * sr_atm,0.003301615833477714
9,0.42192104,(sr_atm * 0.12963761) * (lhf + 7.898001),0.002631529887060727
10,0.42178726,"min(0.17663233, lhf * 0.2086512) + sr_atm",0.0003171238237698938
11,0.4178341,sr_atm - (abs(shf - 0.44542938) - 0.5953691),0.009416599909488635
12,0.41000798,sr_atm - (shf * (abs(shf) + -1.1996403)),0.018907840867362462
13,0.40785906,"sr_atm - min(0.23725803, (shf + -1.285029) * shf)",0.005254949374433989
14,0.40093225,"sr_atm - min(0.23419513, abs(0.42358017 - shf) - 0.5368536)",0.017129213135130012
16,0.3977845,"(sr_atm - min(0.7856363, square((shf * 1.4779769) - 0.5900869))) - -0.53272384",0.003941029528470223
17,0.3977219,"sr_atm - (min(0.40333083, shf * ((shf + -0.8236852) * 2.2109098)) + -0.17053089)",0.00015738402639928344
18,0.39557105,"sr_atm - min(shf * (((shf + -0.5399222) * 5.1516085) - lhf), 0.19878748)",0.005422600239680043
20,0.39295942,"sr_atm - (min(shf * (((shf + -0.47802213) * 4.390929) - lhf), 0.3796933) + -0.13877502)",0.003312033775279531
22,0.39224,"sr_atm - (min(0.40101638, shf * ((((shf + -0.5399414) * 4.7848454) - lhf) * 0.6852771)) + -0.1550491)",0.0009162260987286393
