complexity,loss,equation,score
1,0.73952276,bl,0.0
3,0.5526813,bl * 1.8767768,0.145611767434538
5,0.5024947,cube(bl - -0.33915302),0.0475982158733166
6,0.49755314,11.336643 ^ (bl - 0.65910214),0.009882727649143812
7,0.49590012,cube(bl - -0.29905325) - -0.13513902,0.003327829485452653
9,0.49589944,(cube(bl - -0.30829272) - -0.13474378) * 0.97873306,6.856224053591898e-07
10,0.4956926,"max(0.03859938, cube(bl - -0.29887113) - -0.13474378)",0.0004171877035237066
