complexity,loss,equation,score
1,3.5048778,-0.40985364,0.0
2,2.8458457,thetaestar,0.20829537364569414
4,2.635425,thetaestar * 1.8190767,0.03840791122187159
5,2.2039146,neg(cube(rh)),0.1788093165014629
6,1.9301758,-0.5232966 - cube(rh),0.1326240559571297
7,1.5490841,square(rh) * thetaestar,0.2199472337981956
8,1.549084,rh * (thetaestar * rh),6.45542764540925e-08
9,1.2787418,(square(rh) * thetaestar) - 0.5199572,0.1917871627480362
11,1.0649421,-0.65213925 - (thetaestar * cube(rh * 0.87241983)),0.09147809713230498
12,0.83338106,"-0.6861476 - cube(rh * min(thetaestar, 1.1526296))",0.24518471792024296
14,0.8310418,"-0.6761542 - cube((rh * min(thetaestar, 1.2139513)) * 0.9519849)",0.0014054490577210756
15,0.82376206,"-0.65941226 - cube(min(-0.6283075, rh) * min(thetaestar, 1.1526296))",0.008798368359025916
16,0.81320745,"(-3.174907 - cube(rh * (min(thetaestar, 1.3147333) - -0.6449479))) * 0.2097324",0.01289548302358491
17,0.80251503,"((lhf - 4.0418015) * 0.16855696) - cube(rh * min(thetaestar, 1.1557549))",0.013235659249402487
19,0.798164,"(((lhf - lf) - 4.286526) * 0.14654459) - cube(rh * min(thetaestar, 1.1537915))",0.002718246840771768
20,0.793642,"((lhf - 3.8041716) * 0.17060502) - cube(min(-0.69189364, rh) * min(thetaestar, 1.1538407))",0.005681612161838322
21,0.73611885,"min(exp((thetaestar - thetae) * 2.4297814), abs(cube(rh) * 1.5819716)) + -0.7787717",0.0752408912868793
23,0.71299124,"min(exp((thetaestar * 2.277546) + (thetae * -1.6350279)), cube(abs(rh)) * 1.5909492) + -0.82180506",0.015961226223336653
24,0.71282417,"min(exp((thetaestar * 2.2836282) + (thetae / -0.59818184)), abs(cube(rh) * 1.5979934)) + -0.82525206",0.00023435011235379858
25,0.6964444,"(min(square(exp((thetaestar * 1.5498806) - thetae)), abs(cube(rh)) * 3.6383) + -1.6972382) * 0.43462217",0.023246821787979564
27,0.6848704,"(min(square(exp((thetaestar * 1.6672716) - thetae)) - lf, abs(cube(rh) * 4.7012177)) + -1.7999259) * 0.33316633",0.008379169520786352
28,0.6634493,"(min(square(exp((thetaestar * 1.7404261) - thetae)) + lhf, abs(cube(rh)) * 5.529714) + -2.3546672) * 0.28452876",0.031777185390832165
30,0.65703493,"(min(square(square((thetaestar * 1.5258206) - (thetae - 0.9683628))) + lhf, abs(cube(rh) * -6.305479)) + -2.6656742) * 0.24871452",0.004857627457045069
