complexity,loss,equation,score
1,0.9966994,0.63511276,0.0
2,0.83864766,rh,0.17265855404833563
4,0.6579881,rh * 1.973988,0.12130190994147072
6,0.6221046,exp(rh) - 0.6463494,0.028039300126081915
7,0.6002054,4.9096875 ^ (rh + -0.56141883),0.035836315836439245
9,0.59805346,(6.0681305 ^ (rh + -0.64453125)) - -0.10198038,0.0017958910093066273
10,0.5934183,"exp(rh) - max(lhf, 0.47289973)",0.0077806013354313735
11,0.5472483,exp(rh) - abs(shf + 0.40614158),0.08099691665589905
13,0.54664034,exp(rh) - abs((shf + 0.36498362) * 1.0880826),0.000555778751480297
14,0.52934855,"exp(rh) - min(1.0588528, square(shf + 0.6114474))",0.0321439728767154
16,0.5085125,cube(rh - -0.20968947) + ((lf - 1.336348) * (shf - 0.38078943)),0.02007865114323304
17,0.50723153,(exp(rh) - abs(shf + (lf * -0.5989405))) - shf,0.002522231273346039
18,0.4865722,"((lf - 1.8866249) * max(lf, shf)) + (cube(rh) - -1.01921)",0.04158226841383506
19,0.4799832,"((lf - 1.7993397) * (max(-0.40925306, shf) - 0.34728202)) + cube(rh - -0.19166467)",0.013634194314104536
20,0.4706884,"(((lf - 1.9648992) * max(shf, lf)) - -0.9208908) + cube(rh - -0.13427944)",0.019554799333012733
21,0.46888408,"(((lf - 1.6823242) * max(-0.7082954, shf - 0.23566861)) + cube(rh - -0.12429926)) + 0.3396665",0.0038407302393345007
23,0.46714485,"((max(lf, 0.20092714) - max(shf, lf)) * 2.7187088) + (cube(rh + 0.13583061) + 0.34716657)",0.0018580964175715022
25,0.46519604,"((max(-0.12629415, lf) - max(shf, lf - -0.30925345)) * 2.9523647) + (cube(rh + 0.10626474) + 1.3266834)",0.0020902363707048827
26,0.46430406,"(((max(lf, 0.20795685) - max(shf, lf)) * 2.8472943) + cube(rh + (thetaerot * 0.1622327))) + 0.40285596",0.0019192688065499035
28,0.4627069,"((max(lf, 0.24385563) - max(shf, lf)) * 2.6674619) + (cube((rh + (thetaerot * 0.085847184)) + 0.12648885) + 0.21957335)",0.0017229155309625248
29,0.45993143,"((max(lf, 0.2097957) - max(shf, lf)) * 2.9253104) + (cube(rh + (max(0.48850095, thetaerot) * 0.18472208)) + 0.32146642)",0.006016395117621604
