complexity,loss,equation,score
1,1.2940141,0.7704136,0.0
2,0.70739233,sr_atm,0.6039189372559229
4,0.6890781,sr_atm * 0.89008987,0.013115408457954635
6,0.68820757,(sr_atm * 0.864181) + 0.046015833,0.0006320621312543876
7,0.6812278,sr_atm + (lhf * 0.13777122),0.010193734721752746
9,0.673437,(sr_atm * 0.9249748) + (lhf * 0.11310143),0.005751154009011396
10,0.6508552,((lhf - shf) * 0.33869228) + sr_atm,0.03410725983981768
12,0.6439631,((lhf - (shf * 1.4338895)) * 0.40966874) + sr_atm,0.005322882053285227
13,0.63968104,"max(0.20623101, (lhf * 0.58664507) + (sr_atm - shf))",0.006671749202486621
15,0.63253546,"max(0.18335268, sr_atm + ((lhf - (shf * 1.5169332)) * 0.45165086))",0.005616697426161378
16,0.62578255,"max(sr_atm, lhf + ((sr_atm - shf) * 1.7197886)) * 0.5456054",0.010733335733375734
18,0.62066686,"max(lhf + ((sr_atm - shf) * 1.8043977), sr_atm + 0.24788584) * 0.5095948",0.004104232938024597
20,0.61947167,"max((lhf - (shf * 1.6942058)) + (sr_atm * 1.9621629), sr_atm + 0.262421) * 0.47677198",0.0009637555330537585
22,0.6194551,"(max((lhf - (shf * 1.7102177)) + (sr_atm * 1.9621629), sr_atm + 0.2627232) * 0.47963652) + -0.0057290713",1.3374478945959648e-05
23,0.6129946,"(max(sr_atm, ((sr_atm - shf) * 1.9301487) + (lhf - abs(shf))) * 0.5184376) + 0.13151225",0.010484093875862
25,0.61215717,"max(sr_atm + 0.19466472, (((sr_atm - shf) * 1.8125503) + (lhf - abs(shf))) + 0.46245438) * 0.52822006",0.0006835317475973133
