complexity,loss,equation,score
1,0.6869288,bl,0.0
3,0.6301202,cube(bl),0.04316002650184431
5,0.53072876,(bl * 2.9210162) + -1.3878222,0.08582975694812511
6,0.51280713,(3.370358 ^ bl) - 1.7579355,0.03435127137536598
7,0.50215894,cube(bl + 0.295101) - 0.4911981,0.020983126439907632
9,0.5019686,"cube(max(-0.46926147, bl + 0.29691243)) - 0.4924635",0.00018955759572120856
13,0.5019408,"cube(min(1.4391066, bl) + 0.295101) - (min(-0.7484763, bl) + 1.2427398)",1.3845870955639051e-05
15,0.5019341,"cube(min(bl, 1.4391066) + 0.295101) - (min(-0.7484763, bl) + max(1.2427398, bl))",6.674138381180526e-06
18,0.50182873,"((bl + cube(bl - min(bl, -0.27824843))) - (0.92066187 ^ bl)) - (bl - 0.50717014)",6.998333154532896e-05
20,0.501809,"((bl + cube(bl + (-0.31351537 - min(bl, -0.59497994)))) - (0.94269127 ^ bl)) - (bl - 0.50852025)",1.9658487731981254e-05
22,0.50176454,"min(1.1997905, bl) + ((cube((bl + -0.31113997) - min(bl, -0.59062946)) - (0.9428457 ^ bl)) - (bl - 0.51924884))",4.430168618136193e-05
