complexity,loss,equation,score
1,0.4232196,srmed,0.0
3,0.42263266,srmed * 1.0262512,0.0006939037961597831
4,0.42230314,"max(srmed, 0.062040202)",0.0007799882942731186
6,0.40538824,srmed + (lhf * -0.1633155),0.020439086087149064
7,0.4041931,(0.8711986 ^ lhf) * srmed,0.002952491143607062
8,0.40261528,((lhf * -0.15302022) + 1.0444895) * srmed,0.003911268277752894
9,0.39704216,srmed + (shf * (lf + -1.363879)),0.013938994266714194
10,0.3944345,"(min(-0.010781245, lf) * shf) + srmed",0.006589377974468515
11,0.3880388,srmed + ((lf + -1.313306) * (shf - 0.09309189)),0.016347758924220395
12,0.37541854,"(shf * min(-0.008634144, lf * 2.9992144)) + srmed",0.03306382437052008
14,0.36679786,"(((shf * 2.8635387) - 0.2747527) * min(lf, -0.0026120613)) + srmed",0.011615302064945024
16,0.36418313,"((min(lf, 0.00083633483) * ((shf * 3.3014479) + -0.4249073)) + srmed) * 0.9235641",0.0035770303027182018
17,0.36394405,"(srmed * 0.91229314) + (min(lf, 0.015329323) * ((shf * 2.9528687) + sdo))",0.0006566984866352554
18,0.35990396,"srmed + ((((min(-0.06110353, lf) * shf) * 3.1844347) - lhf) + sef)",0.011162928950268552
20,0.35863638,"(((srmed + (min(-0.06798579, lf) * (shf * 3.144387))) - lhf) + sef) - -0.058043394",0.001764105985938509
