complexity,loss,equation,score
1,0.9966994,0.63506657,0.0
2,0.39371288,sr_sfc,0.9288273073066841
4,0.39183146,sr_sfc * 0.9587523,0.002395057161841468
5,0.39151394,"max(sr_sfc, 0.08253974)",0.0008106769182265013
7,0.387645,sr_sfc - (thetaestar * -0.24127638),0.004965574544618629
9,0.38608244,((rh + 5.781307) * 0.14767642) * sr_sfc,0.002019525279199814
10,0.38526347,"max(0.08552588, sr_sfc - (thetaestar * -0.2515142))",0.002123483892565251
11,0.3838764,((rh + 3.7583578) * (sr_sfc * 0.19980839)) - -0.112162516,0.0036068121230277165
12,0.38352203,"(rh + 5.5550222) * (max(0.12147157, sr_sfc) * 0.1531574)",0.0009235620281079238
14,0.38241804,(sr_sfc * ((rh + 4.432573) * 0.17492457)) - (thetae * -0.11244774),0.0014413539750093595
16,0.38232836,((sr_sfc * (rh + 4.060459)) * 0.18614992) - ((thetae - -0.34917262) * -0.09771803),0.00011726763331103903
17,0.3809837,(rh + 3.1999393) * ((sr_sfc - ((thetae - rh) * -0.17845906)) * 0.2371411),0.0035232284708143252
20,0.380207,"max(0.06376399, (rh + 3.6321042) * ((sr_sfc - ((thetae - rh) * -0.15010042)) * 0.21429282))",0.0006802502706683276
23,0.38018724,"max(0.37006474, ((rh + 3.4284265) * (sr_sfc - ((thetae - rh) * -0.1595955))) * 1.3143898) / 5.8587303",1.732434656044683e-05
